"doc_id","text","vote","vote_binary","text_length"
"048_400036_0297049_ROY.txt","mr.chairman i yield myself 30 seconds. title vii of the 1964 civil rights act explicitly says that religious organizations in their hiring can hire people of their own faith. period. that is what it says. it does not say whether you take federal money or you do not take federal money. it says that a religious organization can take religion into account in terms of their hiring. period. mr.chairman i yield 5 minutes to the gentleman from indiana xz4003850.","Y",1,459
"048_400070_0297019_RMY.txt","mr.chairman i rise in support of h.r. 27 the job training improvement act which will reauthorize the workforce investment act ss programs which provide job training for youths veterans and seasonal and migrant workers. for the past six years wia has offered a `` onesstop delivery system'' through which jobsseekers have access to labor market information job counseling and job training. in addition they have access to numerous other federal programs that provide services for job seekers. with facilities in wilmington newark dover and georgetown the `` onesstop delivery system'' in delaware has proved to be an efficient tool in","Y",1,633
"048_400103_0297085_DON.txt","mr.speaker the outsourcing of goodspaying american jobs to other countries is a crisis that touches every community in the united states. up to half a million jobs have been outsourced over the past 3 years to countries like china india and mexico. this at a time when there are 8 million americans out of work. americans now understand that outsourcing negatively impacts every segment of our economy. not only have 2.7 million jobs been lost in our oncesvibrant manufacturing sector since the beginning of this administration but white collar jobs are being offshored as well. according to one report 181","N",0,606
"048_400160_0297015_DMN.txt","mr.chairman i rise today to voice my opposition to this job training improvement act because it does nothing to improve job training in our country. congress has an opportunity to take the reauthorization of the workforce investment act and address the needs of millions of unemployed americans. instead we are presented with a proposal that reduces the impact of job training programs by cutting funding to traditional job training providers such as the veteran's employment programs and perkins vocational education programs. this bill also consolidates the adult dislocated worker and employment service programs and their funding while repealing the wagner","N",0,660
"048_400170_0294014_DON.txt","mr.speaker i yield 2 minutes to the gentleman from illinois xz4001260. mr.evans. mr.speaker h.r. 27 the administration's job training reauthorization bill would among other misguided actions harm veterans' employment programs and critical vocational rehabilitation services. specifically this bill would permit states to siphon off federal resources from already underfunded veterans' employment programs that operate under state `` onesstop'' centers. veterans and disabled job seekers do not deserve this. mr.speaker in the 107th congress we passed in a bipartisan manner the jobs for veterans act legislation to reorganize update and improve these very same veterans' employment and training programs. now is","N",0,711
"048_400179_0296018_DON.txt","mr.chairman reclaiming my time the chairman is correct. the department already collects this data and would be able to highlight this information in its annual report to congress with very little additional work. it is simply a matter of clearly communicating to the department that we would like to see focused information on high schoolsaged students in adult education reported by race ethnicity language proficiency and program enrollment. i thank the chairman for continuing to work with me and the department to bring this critical information to the forefront.","N",0,567
"048_400184_0297010_DMN.txt","mr.chairman i rise in opposition to h.r. 27 the reauthorization of the workforce investment act. the workforce investment act was one of these pieces of legislation that actually helps people. it was passed back in 1998. unfortunately this is a step backward as it comes before us today. the bill now here would create block grants to fund the adult dislocated worker and employment service programs. and as we know funding through nearly every past block grant program has led to decreases in funding in just about every education or labor program that was block granted. in addition the proposal","N",0,597
"048_400216_0296002_DMN.txt","mr.chairman i yield myself such time as i may consume. mr.chairman i rise in strong opposition to this bill. this bill is nearly identical to the wia bill that passed this house last congress on a near partysline vote. it was a bad bill then and it remains a bad bill now. h.r. 27 represents a missed opportunity to ensure that more not less job training happens for the millions who are unemployed or looking to upgrade their skills. this legislation fails to increase the amount of actual training services that will be provided to unemployed dislocated and underemployed workers.","N",0,582
"048_400216_0297012_DON.txt","mr.chairman i yield myself such time as i may consume. in summary i urge a no vote on this bill. in 1998 the gentleman from california xz4002670 who is a very good friend of mine we will always remain friends we have great respect for one another we wrote a very good bill in 1998 wia and i hope we would do likewise this time but i find myself unable to support this bill. the bill among other things i do not mean to be harsh but among other things encapsulates president bush's response to the woman in omaha who","N",0,515
"048_400220_0287002_ROY.txt","mr.speaker i thank the gentlewoman for yielding to me and leading us in this important subject matter. i appreciate the opportunity to say a few words. before getting to the economy i want to add some remarks to those of the gentlewoman from tennessee's discussion with regard to the middle east. i would like to paint this image in the mind of the people in the country. and that is that as we see people demonstrating in the streets of lebanon when they have made the pledge that they are not leaving the public arena until they are a government","Y",1,547
"048_400262_0296006_DON.txt","mr.chairman the question is when is the congress going to stop letting american businesses and workers down ? it is time to roll up our sleeves and chart a path to economic freedom. it is time to govern. today the republicans again ask us to consider a bill with provisions that will make its mark by missing the mark. it inflates government bureaucracy and deflates workers' opportunity. american business needs the best most qualified workers on earth but this bill does nothing to reach that goal. workers especially the working poor need a credible realistic road to economic freedom. this","N",0,593
"048_400263_0294011_DON.txt","mr.speaker i yield myself such time as i may consume. i would just say to the gentleman who just spoke that we believe that there are many religious organizations many faithsbased organizations that do incredible work and they will still be able to do incredible work. what we object to quite frankly is the use of taxpayers' money to basically subsidize discrimination. it is not just a concern that those of us who are speaking here have i submitted a list of close to 70 civil rights and religious organizations that have objections to this provision including the african american","N",0,584
"048_400267_0296004_RMY.txt","mr.chairman i rise in strong support of h.r. 27 and thank the gentleman from ohio for his leadership in bringing this bill to the floor the job training improvement act of 2005 which i introduced to strengthen and reauthorize the nation's job training system as well as adult education and vocational rehabilitation programs. job training programs must be responsive to the needs of the workforce and improving them is critical. in today's knowledgesbased economy we need to equip americans with the skills they need to find a new or better job and quickly return to the workforce. one of the","Y",1,592
"048_400303_0296008_ROY.txt","mr.chairman i would like to particularly thank the gentleman from ohio and the gentleman from california xz4002670 subcommittee chairman for this bill. from my perspective this is a good bill. and i think there are several points i would like to make. first of all it consolidates programs and creates efficiencies. it gives state and local officials more flexibility which is always important. and the $ 3 000 reemployment accounts to purchase needed services to ensure reemployment seem to me to be a good idea because ofttimes when a person is trying to get back on their feet they need","Y",1,589
"048_400324_0296024_RMY.txt","mr.chairman i rise today in strong support of h.r. 27 the job training improvement act of 2005 and i certainly applaud the gentleman from california and the gentleman from ohio for their tireless efforts in bringing this important legislation to the floor today. as an original cosponsor of this legislation there are many provisions that will increase the ability of our nation's workers to achieve greater stability in our everschanging workforce. i would like to mention one aspect of the bill which i am particularly proud of the inclusion of personal reemployment accounts as an allowable usage of funds under","Y",1,614
"048_400334_0296012_RMY.txt","mr.chairman i rise in strong support of h.r. 27 the job training improvement act of 2005. i would like to recognize the gentleman from ohio xz4000360 and the gentleman from california xz4002670 for their leadership and tireless efforts in bringing this bill to the house floor. hardsworking families in my district who have been laid off rely on programs like the onesstop workforce development system which helps states and communities ensure workers to get the training they need to find good jobs. i like to call the onesstops `` hope centers'' because they provide hope to people seeking gainful employment.","Y",1,611
"048_400364_0297055_DON.txt","mr.chairman we are revisiting the civil rights laws. there has been no discrimination since 1965 and that is exactly what we are revisiting. mr.chairman i yield 2 minutes to the gentleman from california xz4002780 the ranking member of the committee on education and the workforce.","N",0,281
"048_400364_0297071_DON.txt","mr.chairman i yield myself 2 minutes. mr.chairman we keep hearing that we are discriminating against religious organizations in terms of participation in government contracts. that is not true. the fact is that they can participate. when you talk about a barrier say what the barrier is. the barrier is there is a level playing field you can not discriminate. we have also heard a lot about the 1964 civil rights act. what has not been said is since 1965 there has been a specific prohibition against discrimination in federal contracts. you have not been able to discriminate in a job","N",0,585
"048_400364_0297076_DON.txt","mr.chairman i have a point of order. if it is true that they can not discriminate with the federal money but can discriminate with the church money is the statement that the gentleman mentioned true or not ?","N",0,207
"048_400387_0297023_DMN.txt","mr.chairman i rise today in opposition to h.r. 27 the soscalled job training improvement act of 2005. today's bill has nothing to do with improving job training for our workforce ss far from it. instead this bill actually weakens worker protections opens the door to hiring discrimination and dismantles the employment service program that helps unemployed workers find jobs. apparently the republicans have n't monitored the weak job market numbers. how else can you explain being so cruel and unfair as to pull the rug out on our nation's unemployed ? let me remind my republican colleagues that there are","N",0,607
"048_400407_0297034_DMN.txt","mr.chairman i thank the chairman very much. this is an example of the collegiality of our committee on education and the workforce. we do not agree often but we at least have a good collegial time doing it. i just want to stress the points that i made. and the fact of the matter is that having a mandate that every state put all their money toward outsofsschool youth does not help those states that have an insschool youth issue. it also deprives a lot of programs that are working with our business community and insschool youth to get them","N",0,543
"048_400436_0296030_DMN.txt","mr.chairman once again my colleagues on the other side of the aisle are claiming they want to help workers in this nation. but as usual their actions say otherwise. the newest wia proposal does nothing more than force workers to compete with each other for services that they have come to expect and services they deserve from the wia system. wia onesstops provide important job training services to help those struggling to find work to get resources they need. if this bill passes veterans and unemployed adults will be placed second to infrastructure costs. instead of increasing funding in the","N",0,597
"048_400443_0297083_DON.txt","mr.speaker i would like to thank the gentleman from michigan for offering this motion to recommit. mr.speaker we have asked literally hundreds of thousands of our best and brightest many of them national guard and reservists from south dakota to serve overseas in operations iraqi freedom and enduring freedom. we owe these brave men and women and their families a great deal for their sacrifice during these difficult times. what we owe them is the opportunity to make good on the american dream that they have fought to defend. this motion would create an economic transition benefit similar to trade","N",0,602
"048_400626_0296028_ROY.txt","mr.chairman i thank the chairman and the gentleman from california for allowing me to participate in this debate. mr.chairman i am somewhat perplexed and disappointed by the tactics from the other side. this is serious business and simply working to divide our citizens i believe to be counterproductive. this bill this bill will enhance employment it will increase employment and job retention plus increase the overall skill level of our labor force. now the demagoguery that you hear from the other side on this issue and frankly on every issue seemingly every issue frankly is a disservice to this debate","Y",1,608
"048_400626_0297030_ROY.txt","mr.chairman i appreciate the opportunity to speak again on this and i am astounded frankly at the level of misinformation that is coming from the other side. i think it is important to look at the bill specifically as it defines youth. the definition of youth has changed. the age for when an individual is considered a youth has changed. currently it is 14 to 21 years. in the bill it would change it from 16 to 24 years. what that means is that we have more individuals out of school out of school who require assistance. and that is","Y",1,535
"048_400633_0287008_ROY.txt","mr.speaker i am impressed with the fact that america is a land of vision and opportunity. my wife's grandparents came through ellis island and began literally with nothing. by the second generation both had become professionals and had made a great impact on their local economies passed that on to the third generation with their children adding value working to create jobs in the long term. i think the exciting thing of the values of this nation is the people who have come here from every ethnic background from every nation on this earth. the great diversity has one thing","Y",1,578
"048_400643_0287004_RMY.txt","mr.speaker the gentlewoman from tennessee xz4000320 is so eloquent in her words about freedom and the economy and what makes this country great. we have the healthiest economy in the world and i want to build on the things that my colleagues have said. the reason we have the healthiest economy in the world is because we are the freest people in the world. i agree with what the president has been saying. if we want to see a good world we want to see people have all of the rights and privileges we are going to see freedom throughout","Y",1,536
"048_400651_0287006_ROY.txt","mr.speaker i would like to thank the gentlewoman from tennessee. talking about being well spoken she certainly is and i appreciate the way that she is addressing the great things that are beginning to or continuing to happen in the economy. the economy is growing. one of the things that is not of course is social security. it continues as we have been told to limp along about 1.5 percent 1.6 percent. but the rest of the economy where a free market is being allowed to thrive and grow is helping to create jobs. now there are problems. we have","Y",1,546
"048_400658_0297021_ROY.txt","mr.chairman the policies congress has implemented over the last four years have provided a solid foundation for american workers and businesses to build a strong economy. with steady job growth over the last 20 months putting over 2.7 million americans back to work it is clear that congress has the right priorities working americans and their families. american workers need access to jobstraining in order that they may obtain the skills to perform the jobs of the 21st century. americans want more than a job ss they want jobs with higher pay and that provide them with meaning and personal","Y",1,594
"102_400005_0642034_ROY.txt","mr.speaker about 50 percent of americans or so are employed in small businesses and obviously if something is employing almost half of americans that are working that should be a priority. and one can imagine my surprise the other day to find out about a guy who drove up to a bank in an old ford about a 15syearsold ford pickup truck with rust holes in the floor. he went into that bank and he took out a loan for $ 2 million. and the head of the bank was inquiring of the guy that is the accountant that handles","Y",1,513
"102_400007_0677067_DMN.txt","mr.speaker i rise in opposition to s. 256. this bill helps big credit card companies at the expense of working families in crisis. a harvard university study reports that more than fortysfive percent of all bankruptcies are filed because of a health emergency. approximately ninety percent of all bankruptcies are due to a health care debt job loss or a divorce. when this personal crisis happens families are driven into crushing credit card debt that they ultimately can not manage. working families are being squeezed by skyrocketing health care costs gas prices and housing costs. at the same time this","N",0,606
"102_400027_0677021_ROY.txt","mr.speaker i thank the gentleman for yielding me time. mr.speaker it is about great pleasure that i rise today to express my strong support for the bankruptcy abuse prevention and consumer protection act. a chinese proverb says give a man a fish and you feed him for a day. teach a man to fish and you feed him for a lifetime. and that is exactly what this bill before us does today. there are many reasons to support this bankruptcy reform bill but i want to focus on one that is important to many of my colleagues to me and","Y",1,525
"102_400027_0677074_RMY.txt","mr.speaker it is with great pleasure that i rise today to express my strong support for the bankruptcy abuse prevention and consumer protection act. a chinese proverb says `` give a man a fish and you feed him for a day. teach a man to fish and you feed him for a lifetime.'' and that's exactly what this bill before us today will do. there are many reasons to support this bankruptcy reform bill but i want to focus on one that is important to many of my colleagues to me and to the american people. we should support the","Y",1,522
"102_400030_0642018_DOY.txt","mr.speaker i rise today to recognize the hardsworking people of america who play by the rules and have paid their fair share. decent lawsabiding taxspaying americans are the backbone of this country and they are the salt of the earth. they are the farmers of southwest georgia and the family business owners who provide the jobs that keep small rural communities alive and flourishing. all across this land are americans who have paid their taxes all their lives only to face a final taxing event at death. they paid their taxes during their lifetimes and should not be charged again","Y",1,583
"102_400032_0641021_ROY.txt","mr.speaker i want to rise in support of the rule that will allow us to consider the permanent repeal of the death tax. mr.speaker i think it is so appropriate so very appropriate that this week as millions of american taxpayers are finalizing their federal income tax filings that we are looking at what is one of the most egregious taxes and most unfair taxes to our small business community. i am one of those that fully believes that the death tax is the triple tax because americans pay tax when they earn their income. then they turn around they","Y",1,550
"102_400034_0642014_ROY.txt","mr.speaker i thank my good friend the gentleman from missouri xz4001900 for yielding to me and for the great work he has done on this issue from the day we came to congress 8 years ago. i rise in support of the bill that would repeal this tax. the house and senate are already both on record for repealing the tax. we just did not repeal it permanently. by not repealing the tax permanently we created an incredible situation for those people who would have an estate that was not taxable at all in 2010 but is highly taxable in","Y",1,528
"102_400035_0642052_RMY.txt","mr.speaker i rise in strong support of h.r. 8 legislation that would permanently repeal the death tax a tax that haunts millions of small business owners and farmers nationwide. the last thing the federal government should be doing is taking more money from small business owners and farmers and curtailing further economic growth. they are the backbone that drives our economy forward. i commend mr.hulshof for his leadership on this issue and praise his vision to continue lowering the federal tax burden. throughout my twentystwo years in congress i have proudly voted for every major tax cut initiative considered by","Y",1,620
"102_400043_0677006_DOY.txt","mr.speaker i thank the gentleman for yielding me time. mr.speaker the reform of the nation's bankruptcy laws which our actions today will accomplish is well justified. this reform is strongly in the interests of consumers. it will significantly reduce the annual hidden tax of approximately $ 400 that the typical consumer pays because others are misusing the bankruptcy laws. that amount represents the increased cost of credit and the increased price of goods and services caused by bankruptcy law misuse. this reform will lower that hidden tax. the reform also helps consumers by requiring clearer disclosures of the cost of","Y",1,627
"102_400048_0649001_DMN.txt","mr.speaker i rise today to comment on the republicans' priorities. many of them talk about protecting veterans and making sure that veterans have the support they need when they return from protecting this country's freedom in iraq. today the house passed h.r. 8 to make permanent the repeal of the estate tax. this bill will cost the american taxpayers $ 295 billion over the next 10 years. the cost on the first 2 years could go as high as $ 1 trillion. this bill gives a tax break to the wealthiest threestenths of 1 percent of estates while imposing a","N",0,555
"102_400060_0642050_ROY.txt","mr.speaker i rise today in support of the permanent repeal of the death tax. to put it simply the death tax is just wrong. it is wrong to encourage people to work hard all their life only to have the government reap the benefits when they die. it is wrong to levy hefty taxes against families of thriving small business owners just because their parents were successful. it is wrong to stifle economic growth by forcing small businesses to close because of an overbearing tax bill delivered by a greedy uncle sam. mr.speaker our republican majority stands firmly against double","Y",1,577
"102_400060_0677064_ROY.txt","mr.speaker we have before us today a bill that provides a safety net for people who have lost a job had health problems or served in the military and can not repay their debts. it gives them the opportunity for a fresh start while continuing to hold accountable those who are able to repay their debts. bankruptcy abuse represents a `` hidden tax'' on the american people. when businesses have to raise the cost of their products due to unpaid liabilities that cost is passed unfairly to all of us. when people file for bankruptcy and cancel out their debts","Y",1,557
"102_400061_0641007_ROY.txt","i thank the gentleman from washington for yielding me this time. mr.speaker i rise today in strong support of the rule and the underlying legislation. i am proud to be a cosponsor of h.r. 8 and thank the gentleman from missouri for his leadership in offering this bill. i was proud to be in this chamber 4 years ago on the day congress began phasing out the death tax. as a result thousands of jobs were saved and second and third generations were able to take charge of their family's business. we knew when we passed that law the phaseout","Y",1,540
"102_400064_0642016_DON.txt","mr.speaker i thank the gentleman for yielding me this time. mr.speaker i hope we will reject this bill. let me give two reasons why first the cost. we talk about being fiscally responsible we talk about trying to balance the federal budget and say we have a problem with social security as far as longsterm solvency of 75 years but let me point out that the revenue loss of this bill equals the 75syear amount to provide longsterm solvency for social security. what we do here is make choices. if we have a choice to provide for the longsterm strength","N",0,551
"102_400070_0677033_RMY.txt","mr.speaker i rise today in strong support of s. 256 the bankruptcy abuse and consumer prevention act. mr.speaker we have seen a sharp increase in bankruptcies in the past 25 years. in 2003 consumer filings peaked at over 1.6 million filings a 465 percent increase from 1980. those who believe credit card companies mortgage lenders and other financial institutions are bearing the cost of consumers filing for bankruptcy do not understand how business works. these costs will be shifted to american families who are paying the price for this debt some studies reflect $ 400 per year in every household","Y",1,601
"102_400070_0677075_RMY.txt","mr.speaker i am submitting for the record the following remarks from mr.arkadi kuhlmann ceo of ing direct in opposition to the bankruptcy reform legislation under consideration. i remain a strong supporter of s. 256 however i believe mr.kuhlmann's statement should be made part of the record. statement of arkadi kuhlmann ceo ing direct mr.speaker i am arkadi kuhlmann ceo of ing direct a federally chartered thrift headquartered in wilmington delaware. ing direct launched in the u.s. in september 2000 to challenge traditional banking by touting the high interest no fee and no minimum orange savings account as its signature product","Y",1,635
"102_400070_0677082_RMY.txt","mr.speaker i rise today in strong support of s. 256 the `` bankruptcy abuse and consumer prevention act of 2005.'' it has been seven years since we made our first attempt to reform the bankruptcy system in the 105th congress and thanks to the tireless efforts of chairman sensenbrenner's committee we can see a real chance for passing a full and comprehensive bill this year. mr.speaker we have seen a sharp increase in bankruptcies over the past 25 years. in 2003 consumer filings peaked at over 1.6 million filings ss a 465 percent increase from 1980. those who believe credit","Y",1,578
"102_400071_0677025_ROY.txt","mr.speaker i thank the gentleman for yielding me time. mr.speaker i rise in strong support for this long overdue legislation. i want to thank the chairman of the committee on the judiciary the gentleman from wisconsin xz4003650 for his leadership and his efforts in making this bill a reality. it represent years of work compromise and what i believe to be necessary reforms. our bankruptcy laws have shifted away from what was their original purpose. in 1915 the supreme court wrote that our bankruptcy laws were intended to give honest debtors a chance to `` start afresh free from obligations","Y",1,595
"102_400080_0677004_DON.txt","mr.speaker i yield myself such time as i may consume. mr.speaker this is the most special interestsvested bill that i have ever dealt with in my career in congress. it massively tilts the playing field in favor of banks and credit card companies and against working people and their families. i have never ever faced such a piece of legislation. that explains to me why it took 8 years to get this thing up here because they kept fixing it up making it wrong. mr.speaker all i want to say as we open this debate is that to those who","N",0,532
"102_400080_0677014_DON.txt","mr.speaker i yield 3 minutes to the gentleman from new york xz4002890 the former ranking member of the subcommittee on commercial and administrative law. this is an 8syearsold bill and the gentleman has been foremost in this process for all of those years.","N",0,256
"102_400080_0677048_DON.txt","mr.speaker i yield myself 5 seconds to let the gentlewoman from california know that the credit card companies solicit five billion mailings every year to college kids and others. mr.speaker may i ask the chairman how many speakers he may have remaining.","N",0,254
"102_400080_0677052_DON.txt","mr.speaker i yield myself 1 minute. we should all be embarrassed that instead of repealing the biggest loophole in the bankruptcy code we have had 8 years to study it the homestead exemption the bill places only weak obstacles in its path. instead of protecting women and health care providers from those who would terrorize abortion clinics we lay out a blueprint for them to avoid their debts. instead of helping individuals who have lost their job or faced a health care emergency we deny them the chance for a fresh start. by passing this measure in this form the","N",0,567
"102_400083_0641011_ROY.txt","mr.speaker i rise in support of this rule and the bill authored by the gentleman from missouri xz4001900 and commend him for his great work on behalf of america's job creators. i just heard the democratic member say that only a tiny fraction of the people who die in america and their families have to pay this death tax. apparently the gentleman has never had to go through the dreaded form 706. how many of us right now are trying to deal with form 1040 ? even though we deal with it year in and year out we still can","Y",1,519
"102_400084_0642030_DOY.txt","i thank my friend from missouri for yielding me this time. mr.speaker i think a number of important points have been made today but i rise today in strong support of this bill and in opposition to the estate tax. some of the previous speakers on this side of the aisle have made reference to the fact that a number of us on the democratic side have worked over this issue since actually the early nineties. i know the gentleman's predecessor jennifer dunn and i and a number of people from this side of the aisle had worked hard together","Y",1,537
"102_400090_0677061_DMN.txt","mr.speaker after eight years of consideration we are now poised to enact bankruptcy legislation that is deeply flawed. like so many of the policy priorities pursued by this congress and the administration this bill hurts the most vulnerable among our citizens. many of my colleagues have already discussed the terrible provisions that the legislation now before the house would implement. for example this bill would institute a means test for eligibility to file chapter 7 bankruptcy that two national commissions have concluded would be countersproductive difficult to administer and would yield little revenue to creditors. it would remove critical automatic","N",0,661
"102_400096_0642081_DOY.txt","mr.speaker i thank the gentleman for yielding me time. mr.speaker i rise today in strong support of the pomeroy substitute to house resolution 8. and i argue that anyone in this body who is currently concerned about our ballooning national debt should vote in favor of the substitute. the pomeroy substitute is fair and it covers those who need tax exemption now america's small businessmen and america's farmers. it is clear from the debate today that the majority of members in this body believe that our farmers and small businessmen and swomen need relief from the estate tax and i","Y",1,585
"102_400103_0677055_DON.txt","mr.speaker to listen to this majority we have a crisis in this country ss one brought on by spendthrifts defrauding the public via our bankruptcy system. indeed to look at the statistics we are facing a crisis ss but it has nothing to do with ordinary americans acting irresponsibly or even our bankruptcy system. last year more than a millionsandsashalf families resorted to declaring bankruptcy ss a full half of which occurred not because of any irresponsible behavior but because of unexpected medical expenses brought on by an illness or death in the family. these families ss widows and widowers","N",0,601
"102_400111_0642028_DON.txt","mr.speaker i rise in opposition to this latest republican assault on social security and on fiscal sanity. at a time of apparently unending war and the largest budget deficits in american history our republican colleagues are intent on solving a crisis that does not exist. as the president wastes millions of our taxpayer dollars crisscrossing this country to declare that there is no social security trust fund and questioning the full faith and credit of the federal government his republican allies here seem intent on actually making his dire and inaccurate statements a selfsfulfilling prophecy. today what they propose is","N",0,628
"102_400120_0642090_DMN.txt","mr.speaker i rise in opposition to h.r. 8 which continues in my view the policies by the majority of three tax cuts in 4 years with four straight recordsbreaking deficits that have added $ 2 trillion in 4 years to the nation's debt. and here again the majority offers $ 850 billion of tax cuts to the wealthiest families in this country. when you get in a hole that is $ 2 trillion deep rule one stop digging. if you can not figure that out you can not produce any more when it comes to economic growth for this country","N",0,519
"102_400125_0642057_DMN.txt","mr.speaker i rise today to voice my opposition to h.r. 8. as a partstime farmer and former small business owner i have long supported responsible legislation to provide estate tax relief for familysowned businesses. unfortunately this bill will not accomplish that goal. throughout my service in the u.s. house i have been a strong supporter of estate tax relief for family farmers and small business owners. the first bill i introduced as a member of congress was a bill to raise the inheritance tax exemption from $ 600 000 to $ 1.5 million and for the first time indexed it","N",0,576
"102_400129_0677076_DMY.txt","mr.speaker i rise in strong opposition to the misnamed `` bankruptcy abuse prevention and consumer protection act''. current bankruptcy law needs some adjustment but this bill is not the solution. it hurts middlesclass consumers in a variety of ways the bill would allow landlords to evict battered women without bankruptcy court approval even if the eviction poses a threat to the women's physical wellsbeing and it permits credit card companies to reclaim common households goods which are of little value to them but very important to the debtor's family. it is very important to note that the bill does absolutely","Y",1,617
"102_400151_0641035_ROY.txt","mr.speaker i rise today as a proud cosponsor of h.r. 8 the death tax repeal permanency act of 2005. first i would like to take this opportunity to thank the gentleman from missouri xz4001900 for his leadership on the bill. mr.speaker i do not believe that there has ever been a more reprehensible tax on the face of the earth than the death tax. the death tax represents not only a tax on the deceased but also on their families. husbands wives and children and other relatives bear the burden of this tax while they are still struggling to cope","Y",1,545
"102_400153_0642039_ROY.txt","mr.speaker i want to commend the gentleman from missouri xz4001900 the gentleman from alabama xz4000840 the gentleman from california xz4000830 and all those who have worked so hard to get rid of this onerous burden on a number of american citizens. the federal death tax is a job killer. i represent the fifth district of virginia. we have a number of counties and jurisdictions that focus on manufacturing. many of our smaller manufacturers have had to sell out to larger manufacturers and as a result we have doublesdigit unemployment in a number of jurisdictions that used to be the home","Y",1,591
