doc_id,vote_binary,text
048_400170_0294014_DON.txt,0,mr speaker yield minutes gentleman illinois mr evans mr speaker administration job training reauthorization bill among misguided actions harm veterans employment programs critical vocational rehabilitation services specifically bill permit states siphon off federal resources already underfunded veterans employment programs operate state onesstop centers veterans disabled job seekers not deserve mr speaker th congress passed bipartisan manner jobs veterans act legislation reorganize update improve veterans employment training programs now
048_400179_0296018_DON.txt,0,mr chairman reclaiming time chairman correct department already collects data able highlight information annual report congress little additional work simply matter clearly communicating department like see focused information high schoolsaged students adult education reported race ethnicity language proficiency program enrollment thank chairman continuing work department bring critical information forefront
048_400184_0297010_DMN.txt,0,mr chairman rise opposition reauthorization workforce investment act workforce investment act one pieces legislation actually helps people passed back unfortunately step backward comes us today bill now create block grants fund adult dislocated worker employment service programs know funding nearly every past block grant program led decreases funding just every education labor program block granted addition proposal
048_400216_0296002_DMN.txt,0,mr chairman yield time may consume mr chairman rise strong opposition bill bill nearly identical wia bill passed house last congress near partysline vote bad bill remains bad bill now represents missed opportunity ensure not less job training happens millions unemployed looking upgrade skills legislation fails increase amount actual training services will provided unemployed dislocated underemployed workers
048_400216_0297012_DON.txt,0,mr chairman yield time may consume summary urge no vote bill gentleman california good friend mine will always remain friends great respect one another wrote good bill wia hope likewise time find unable support bill bill among things not mean harsh among things encapsulates president bush response woman omaha
048_400220_0287002_ROY.txt,1,mr speaker thank gentlewoman yielding leading us important subject matter appreciate opportunity say words getting economy want add remarks gentlewoman tennessee discussion regard middle east like paint image mind people country see people demonstrating streets lebanon made pledge not leaving public arena government
048_400262_0296006_DON.txt,0,mr chairman question congress going stop letting american businesses workers time roll sleeves chart path economic freedom time govern today republicans ask us consider bill provisions will make mark missing mark inflates government bureaucracy deflates workers opportunity american business needs best qualified workers earth bill nothing reach goal workers especially working poor need credible realistic road economic freedom
048_400263_0294011_DON.txt,0,mr speaker yield time may consume just say gentleman just spoke believe many religious organizations many faithsbased organizations incredible work will still able incredible work object quite frankly use taxpayers money basically subsidize discrimination not just concern us speaking submitted list close civil rights religious organizations objections provision including african american
048_400267_0296004_RMY.txt,1,mr chairman rise strong support thank gentleman ohio leadership bringing bill floor job training improvement act introduced strengthen reauthorize nation job training system well adult education vocational rehabilitation programs job training programs must responsive needs workforce improving critical today knowledgesbased economy need equip americans skills need find new better job quickly return workforce one
048_400303_0296008_ROY.txt,1,mr chairman like particularly thank gentleman ohio gentleman california subcommittee chairman bill perspective good bill think several points like make first consolidates programs creates efficiencies gives state local officials flexibility always important reemployment accounts purchase needed services ensure reemployment seem good idea ofttimes person trying get back feet need
048_400324_0296024_RMY.txt,1,mr chairman rise today strong support job training improvement act certainly applaud gentleman california gentleman ohio tireless efforts bringing important legislation floor today original cosponsor legislation many provisions will increase ability nation workers achieve greater stability everschanging workforce like mention one aspect bill particularly proud inclusion personal reemployment accounts allowable usage funds
048_400334_0296012_RMY.txt,1,mr chairman rise strong support job training improvement act like recognize gentleman ohio gentleman california leadership tireless efforts bringing bill house floor hardsworking families district laid off rely programs like onesstop workforce development system helps states communities ensure workers get training need find good jobs like call onesstops hope centers provide hope people seeking gainful employment
048_400364_0297055_DON.txt,0,mr chairman revisiting civil rights laws no discrimination since exactly revisiting mr chairman yield minutes gentleman california ranking member committee education workforce
048_400364_0297071_DON.txt,0,mr chairman yield minutes mr chairman keep hearing discriminating religious organizations terms participation government contracts not true fact can participate talk barrier say barrier barrier level playing field can not discriminate also heard lot civil rights act not said since specific prohibition discrimination federal contracts not able discriminate job
048_400364_0297076_DON.txt,0,mr chairman point order true can not discriminate federal money can discriminate church money statement gentleman mentioned true not
048_400387_0297023_DMN.txt,0,mr chairman rise today opposition soscalled job training improvement act today bill nothing improving job training workforce ss far instead bill actually weakens worker protections opens door hiring discrimination dismantles employment service program helps unemployed workers find jobs apparently republicans monitored weak job market numbers else can explain cruel unfair pull rug nation unemployed let remind republican colleagues
048_400407_0297034_DMN.txt,0,mr chairman thank chairman much example collegiality committee education workforce not agree often least good collegial time just want stress points made fact matter mandate every state put money toward outsofsschool youth not help states insschool youth issue also deprives lot programs working business community insschool youth get
048_400436_0296030_DMN.txt,0,mr chairman colleagues side aisle claiming want help workers nation usual actions say otherwise newest wia proposal nothing force workers compete services come expect services deserve wia system wia onesstops provide important job training services help struggling find work get resources need bill passes veterans unemployed adults will placed second infrastructure costs instead increasing funding
048_400443_0297083_DON.txt,0,mr speaker like thank gentleman michigan offering motion recommit mr speaker asked literally hundreds thousands best brightest many national guard reservists south dakota serve overseas operations iraqi freedom enduring freedom owe brave men women families great deal sacrifice difficult times owe opportunity make good american dream fought defend motion create economic transition benefit similar trade
048_400626_0296028_ROY.txt,1,mr chairman thank chairman gentleman california allowing participate debate mr chairman somewhat perplexed disappointed tactics side serious business simply working divide citizens believe counterproductive bill bill will enhance employment will increase employment job retention plus increase overall skill level labor force now demagoguery hear side issue frankly every issue seemingly every issue frankly disservice debate
048_400626_0297030_ROY.txt,1,mr chairman appreciate opportunity speak astounded frankly level misinformation coming side think important look bill specifically defines youth definition youth changed age individual considered youth changed currently years bill change years means individuals school school require assistance
048_400633_0287008_ROY.txt,1,mr speaker impressed fact america land vision opportunity wife grandparents came ellis island began literally nothing second generation become professionals made great impact local economies passed third generation children adding value working create jobs long term think exciting thing values nation people come every ethnic background every nation earth great diversity one thing
048_400643_0287004_RMY.txt,1,mr speaker gentlewoman tennessee eloquent words freedom economy makes country great healthiest economy world want build things colleagues said reason healthiest economy world freest people world agree president saying want see good world want see people rights privileges going see freedom throughout
048_400651_0287006_ROY.txt,1,mr speaker like thank gentlewoman tennessee talking well spoken certainly appreciate way addressing great things beginning continuing happen economy economy growing one things not course social security continues told limp along percent percent rest economy free market allowed thrive grow helping create jobs now problems
048_400658_0297021_ROY.txt,1,mr chairman policies congress implemented last four years provided solid foundation american workers businesses build strong economy steady job growth last months putting million americans back work clear congress right priorities working americans families american workers need access jobstraining order may obtain skills perform jobs st century americans want job ss want jobs higher pay provide meaning personal
102_400005_0642034_ROY.txt,1,mr speaker percent americans employed small businesses obviously something employing almost half americans working priority one can imagine surprise day find guy drove bank old ford syearsold ford pickup truck rust holes floor went bank took loan million head bank inquiring guy accountant handles
102_400007_0677067_DMN.txt,0,mr speaker rise opposition bill helps big credit card companies expense working families crisis harvard university study reports fortysfive percent bankruptcies filed health emergency approximately ninety percent bankruptcies due health care debt job loss divorce personal crisis happens families driven crushing credit card debt ultimately can not manage working families squeezed skyrocketing health care costs gas prices housing costs time
102_400027_0677021_ROY.txt,1,mr speaker thank gentleman yielding time mr speaker great pleasure rise today express strong support bankruptcy abuse prevention consumer protection act chinese proverb says give man fish feed day teach man fish feed lifetime exactly bill us today many reasons support bankruptcy reform bill want focus one important many colleagues
102_400027_0677074_RMY.txt,1,mr speaker great pleasure rise today express strong support bankruptcy abuse prevention consumer protection act chinese proverb says give man fish feed day teach man fish feed lifetime exactly bill us today will many reasons support bankruptcy reform bill want focus one important many colleagues american people support
102_400030_0642018_DOY.txt,1,mr speaker rise today recognize hardsworking people america play rules paid fair share decent lawsabiding taxspaying americans backbone country salt earth farmers southwest georgia family business owners provide jobs keep small rural communities alive flourishing across land americans paid taxes lives face final taxing event death paid taxes lifetimes not charged
102_400032_0641021_ROY.txt,1,mr speaker want rise support rule will allow us consider permanent repeal death tax mr speaker think appropriate appropriate week millions american taxpayers finalizing federal income tax filings looking one egregious taxes unfair taxes small business community one fully believes death tax triple tax americans pay tax earn income turn around
102_400034_0642014_ROY.txt,1,mr speaker thank good friend gentleman missouri yielding great work done issue day came congress years ago rise support bill repeal tax house senate already record repealing tax just not repeal permanently not repealing tax permanently created incredible situation people estate not taxable highly taxable
102_400035_0642052_RMY.txt,1,mr speaker rise strong support legislation permanently repeal death tax tax haunts millions small business owners farmers nationwide last thing federal government taking money small business owners farmers curtailing economic growth backbone drives economy forward commend mr hulshof leadership issue praise vision continue lowering federal tax burden throughout twentystwo years congress proudly voted every major tax cut initiative considered
102_400043_0677006_DOY.txt,1,mr speaker thank gentleman yielding time mr speaker reform nation bankruptcy laws actions today will accomplish well justified reform strongly interests consumers will significantly reduce annual hidden tax approximately typical consumer pays others misusing bankruptcy laws amount represents increased cost credit increased price goods services caused bankruptcy law misuse reform will lower hidden tax reform also helps consumers requiring clearer disclosures cost
102_400048_0649001_DMN.txt,0,mr speaker rise today comment republicans priorities many talk protecting veterans making sure veterans support need return protecting country freedom iraq today house passed make permanent repeal estate tax bill will cost american taxpayers billion next years cost first years go high trillion bill gives tax break wealthiest threestenths percent estates imposing
102_400060_0642050_ROY.txt,1,mr speaker rise today support permanent repeal death tax put simply death tax just wrong wrong encourage people work hard life government reap benefits die wrong levy hefty taxes families thriving small business owners just parents successful wrong stifle economic growth forcing small businesses close overbearing tax bill delivered greedy uncle sam mr speaker republican majority stands firmly double
102_400060_0677064_ROY.txt,1,mr speaker us today bill provides safety net people lost job health problems served military can not repay debts gives opportunity fresh start continuing hold accountable able repay debts bankruptcy abuse represents hidden tax american people businesses raise cost products due unpaid liabilities cost passed unfairly us people file bankruptcy cancel debts
102_400061_0641007_ROY.txt,1,thank gentleman washington yielding time mr speaker rise today strong support rule underlying legislation proud cosponsor thank gentleman missouri leadership offering bill proud chamber years ago day congress began phasing death tax result thousands jobs saved second third generations able take charge family business knew passed law phaseout
102_400064_0642016_DON.txt,0,mr speaker thank gentleman yielding time mr speaker hope will reject bill let give two reasons first cost talk fiscally responsible talk trying balance federal budget say problem social security far longsterm solvency years let point revenue loss bill equals syear amount provide longsterm solvency social security make choices choice provide longsterm strength
102_400070_0677033_RMY.txt,1,mr speaker rise today strong support bankruptcy abuse consumer prevention act mr speaker seen sharp increase bankruptcies past years consumer filings peaked million filings percent increase believe credit card companies mortgage lenders financial institutions bearing cost consumers filing bankruptcy not understand business works costs will shifted american families paying price debt studies reflect per year every household
102_400070_0677075_RMY.txt,1,mr speaker submitting record following remarks mr arkadi kuhlmann ceo ing direct opposition bankruptcy reform legislation consideration remain strong supporter however believe mr kuhlmann statement made part record statement arkadi kuhlmann ceo ing direct mr speaker arkadi kuhlmann ceo ing direct federally chartered thrift headquartered wilmington delaware ing direct launched september challenge traditional banking touting high interest no fee no minimum orange savings account signature product
102_400070_0677082_RMY.txt,1,mr speaker rise today strong support bankruptcy abuse consumer prevention act seven years since made first attempt reform bankruptcy system th congress thanks tireless efforts chairman sensenbrenner committee can see real chance passing full comprehensive bill year mr speaker seen sharp increase bankruptcies past years consumer filings peaked million filings ss percent increase believe credit
102_400071_0677025_ROY.txt,1,mr speaker thank gentleman yielding time mr speaker rise strong support long overdue legislation want thank chairman committee judiciary gentleman wisconsin leadership efforts making bill reality represent years work compromise believe necessary reforms bankruptcy laws shifted away original purpose supreme court wrote bankruptcy laws intended give honest debtors chance start afresh free obligations
102_400080_0677004_DON.txt,0,mr speaker yield time may consume mr speaker special interestsvested bill ever dealt career congress massively tilts playing field favor banks credit card companies working people families never ever faced piece legislation explains took years get thing kept fixing making wrong mr speaker want say open debate
102_400080_0677014_DON.txt,0,mr speaker yield minutes gentleman new york former ranking member subcommittee commercial administrative law syearsold bill gentleman foremost process years
102_400080_0677048_DON.txt,0,mr speaker yield seconds let gentlewoman california know credit card companies solicit five billion mailings every year college kids others mr speaker may ask chairman many speakers may remaining
102_400080_0677052_DON.txt,0,mr speaker yield minute embarrassed instead repealing biggest loophole bankruptcy code years study homestead exemption bill places weak obstacles path instead protecting women health care providers terrorize abortion clinics lay blueprint avoid debts instead helping individuals lost job faced health care emergency deny chance fresh start passing measure form
102_400083_0641011_ROY.txt,1,mr speaker rise support rule bill authored gentleman missouri commend great work behalf america job creators just heard democratic member say tiny fraction people die america families pay death tax apparently gentleman never go dreaded form many us right now trying deal form even though deal year year still can
102_400084_0642030_DOY.txt,1,thank friend missouri yielding time mr speaker think number important points made today rise today strong support bill opposition estate tax previous speakers side aisle made reference fact number us democratic side worked issue since actually early nineties know gentleman predecessor jennifer dunn number people side aisle worked hard together
102_400090_0677061_DMN.txt,0,mr speaker eight years consideration now poised enact bankruptcy legislation deeply flawed like many policy priorities pursued congress administration bill hurts vulnerable among citizens many colleagues already discussed terrible provisions legislation now house implement example bill institute means test eligibility file chapter bankruptcy two national commissions concluded countersproductive difficult administer yield little revenue creditors remove critical automatic
102_400096_0642081_DOY.txt,1,mr speaker thank gentleman yielding time mr speaker rise today strong support pomeroy substitute house resolution argue anyone body currently concerned ballooning national debt vote favor substitute pomeroy substitute fair covers need tax exemption now america small businessmen america farmers clear debate today majority members body believe farmers small businessmen swomen need relief estate tax
102_400103_0677055_DON.txt,0,mr speaker listen majority crisis country ss one brought spendthrifts defrauding public via bankruptcy system indeed look statistics facing crisis ss nothing ordinary americans acting irresponsibly even bankruptcy system last year millionsandsashalf families resorted declaring bankruptcy ss full half occurred not irresponsible behavior unexpected medical expenses brought illness death family families ss widows widowers
102_400111_0642028_DON.txt,0,mr speaker rise opposition latest republican assault social security fiscal sanity time apparently unending war largest budget deficits american history republican colleagues intent solving crisis not exist president wastes millions taxpayer dollars crisscrossing country declare no social security trust fund questioning full faith credit federal government republican allies seem intent actually making dire inaccurate statements selfsfulfilling prophecy today propose
102_400120_0642090_DMN.txt,0,mr speaker rise opposition continues view policies majority three tax cuts years four straight recordsbreaking deficits added trillion years nation debt majority offers billion tax cuts wealthiest families country get hole trillion deep rule one stop digging can not figure can not produce comes economic growth country
102_400125_0642057_DMN.txt,0,mr speaker rise today voice opposition partstime farmer former small business owner long supported responsible legislation provide estate tax relief familysowned businesses unfortunately bill will not accomplish goal throughout service house strong supporter estate tax relief family farmers small business owners first bill introduced member congress bill raise inheritance tax exemption million first time indexed
102_400129_0677076_DMY.txt,1,mr speaker rise strong opposition misnamed bankruptcy abuse prevention consumer protection act current bankruptcy law needs adjustment bill not solution hurts middlesclass consumers variety ways bill allow landlords evict battered women without bankruptcy court approval even eviction poses threat women physical wellsbeing permits credit card companies reclaim common households goods little value important debtor family important note bill absolutely
102_400151_0641035_ROY.txt,1,mr speaker rise today proud cosponsor death tax repeal permanency act first like take opportunity thank gentleman missouri leadership bill mr speaker not believe ever reprehensible tax face earth death tax death tax represents not tax deceased also families husbands wives children relatives bear burden tax still struggling cope
102_400153_0642039_ROY.txt,1,mr speaker want commend gentleman missouri gentleman alabama gentleman california worked hard get rid onerous burden number american citizens federal death tax job killer represent fifth district virginia number counties jurisdictions focus manufacturing many smaller manufacturers sell larger manufacturers result doublesdigit unemployment number jurisdictions used home
102_400154_0677017_RMY.txt,1,mr speaker bankruptcy filings allstime high bankruptcy filings increase every american must pay credit goods services higher rates charges time relieve consumers burden paying debts others since th congress house passed bankruptcy reform legislation eighty times bankruptcy abuse prevention consumer protection act culmination years work bicameral well bipartisan negotiations key aspect retention incomesbased means test means test applies clear
102_400160_0677077_DON.txt,0,mr speaker rise today opposition bill bill will weaken homestead protections currently place state laws hurting constituents citizens texas citizens states laws protecting individuals homes valued limit bill sets texas longest oldest history homestead protection laws country no cap homestead protection along kansas iowa florida south dakota minnesota rhode island nevada laws protect home equity property values across
102_400167_0642022_RMY.txt,1,mr speaker rise support will finally free america hardsworking farmers small business owners specter death tax benjamin franklin said world nothing certain death taxes doubt even inventive mr franklin imagined taxation death americans get taxed earn money get taxed spend left government pursues beyond grave devastating relatives must sell family farm liquidate family business just pay taxes impact
102_400169_0642046_ROY.txt,1,mr speaker come floor today address issue tax fairness see no matter kind spin friends side aisle try use ss death tax simply fair unfair burden government placed families small business owners called cancer ss slowly destroying family farms businesses across nation many small family businesses wrapped loved one estate family members left huge tax bill
102_400171_0641002_ROY.txt,1,mr speaker purpose debate yield customary minutes gentleman massachusetts pending yield time may consume consideration resolution time yielded purpose debate
102_400171_0641023_ROY.txt,1,mr speaker yield time may consume remind colleagues rule debating talk repeal death tax makes order substance subject gentleman massachusetts talked pomeroy substitute will vigorous debate fair rule can debate difference two body will work will mr speaker yield minutes gentleman indiana
102_400175_0641038_ROY.txt,1,mr speaker rise today cosponsor support rule believe americans unacceptable grieving family recently lost loved one get visit undertaker irs day unconscionable illegal death tax really tax american dream americans work hard lives building farms ranches small businesses hoping maybe one day can pass along families
102_400176_0642006_ROY.txt,1,mr speaker thank gentleman much time mr speaker rise strong support legislation bury destructive death tax might mention personal experiences even family others just opposite gentleman just spoke nearly everywhere go throughout largely rural agricultural district northern california hear businessmen businesswomen many farmers ranchers liquidate sell family business farm just pay federal estate tax
102_400184_0642059_DON.txt,0,mr speaker favor cutting unnecessary ineffective unfair taxes balanced fiscally responsible ways one democrats congress willing cross party lines vote tax cuts voted eliminate estate tax past willing vote eliminating marriage penalty vote cutting taxes small businesses vote cutting taxes help people pay education retirement vote cutting taxes senior citizens give business tax credit research work
102_400185_0642053_DMN.txt,0,mr speaker rise opposition legislation unwisely imperils nation financial security order advance interests elite since election congress consistently advocated reasonable estate tax reform estate tax reform extremely important people th district california high real estate values generous stock option packages pushed many estates exemption limits result many santa clara county constituents burdened estate tax originally written affect wealthiest
102_400189_0642062_DON.txt,0,mr speaker thank gentleman yielding time mr speaker interested last presentation bottom line not pay tax story facts not pay tax pay accountant money go make sure right tax code extraordinarily complicated made percent complicated republican majority just last months mr speaker let us absolutely crystal clear republican proposal
102_400190_0642003_RMY.txt,1,mr speaker yield minutes mr speaker appreciate fact today poised pass death tax repeal permanency act behalf lead democratic sponsor colleague gentleman alabama well bipartisan members cossponsored bill pleased poised pass body commonsense legislation like talk couple constituents particularly constituent named howard effert resident columbia missouri began lumber
102_400190_0642009_RMY.txt,1,mr speaker yield seconds sure gentleman michigan misspoke certain inadvertent bill actually allow step basis million surviving spouse another million surviving heirs intent legislation help family businesses passed one generation next surviving heirs choose not farm continue family business ones making taxable decision dispose assets
102_400190_0642017_RMY.txt,1,mr speaker yield time may consume mr speaker among many groups support including national federation independent business voice small business many minority owners small businesses also support complete repeal mr speaker yield minutes gentleman georgia
102_400190_0642021_RMY.txt,1,mr speaker yield time may consume mr speaker remind gentleman massachusetts mentions iraq afghanistan budgetary impact really not felt year beyond mr speaker yield minutes gentlewoman florida
102_400190_0642025_ROY.txt,1,mr speaker certainly respect friend tennessee trust will bring passion floor discussion spending bills mr speaker pleased yield minutes gentleman texas newly elected member
102_400190_0642045_RMY.txt,1,mr speaker yield balance time mr speaker appreciate large measure tone debate say gentlewoman just spoke others raised red herring social security remind folks first federal receipts federal death tax represent less percent revenues first secondly none income tax money generated estate tax goes social security trust funds eliminating tax no way will affect impact
102_400190_0642064_ROY.txt,1,mr speaker just quick comment whatever time may consume yielding gentleman south carolina hear last speaker correctly given away whose money american taxpayers money probably even speak trying grapple forms tax day coming income tax payers america provide comfortable living enjoy
102_400190_0642068_RMY.txt,1,mr speaker say friend course lot unforeseen circumstances occurred mentioned earlier iraq afghanistan let us hope pray permanent repeal occurs occurs outyears will not war terrorism say friend appreciate question also mentioned department agriculture lest mr speaker anyone wonder agricultural groups represent farm families across america place record letter
102_400190_0642072_ROY.txt,1,mr speaker yield time may consume mr speaker gentleman just indicated pomeroy substitute solves problem listened number individuals side course discussion going affect superwealthy really no family businesses affected estate tax interesting comments come colleagues mine committee ways means mr speaker number hearings going
102_400190_0642074_RMY.txt,1,mr speaker yield time may consume gentleman north dakota recognizes not think meant misspeak underlying bill provide step basis million surviving spouse million step basis surviving heirs mr speaker many worked death tax repeal going back even think family heritage preservation act gentleman california introduced bill think cosponsors now course
102_400190_0642078_ROY.txt,1,mr speaker yield time may consume mr speaker notwithstanding gentleman props commend reading leisurely economics estate tax update joint economic committee study dated june essence states estate tax raises little net revenue distortionary effects estate resulting income tax losses roughly size revenue collected secondly estate taxes force development environmentally sensitive land million acres forest land harvested million acres
102_400190_0642091_RMY.txt,1,mr speaker yield minutes gentlewoman washington newly elected member state washington miss mcmorris mr speaker appreciate opportunity address house today important piece legislation repeal death tax making permanent repeal death tax one first bills honored place name cosponsor growing family farm eastern washington seen firsthand negative impacts death tax families businesses one
102_400201_0642056_DMY.txt,1,mr speaker benjamin franklin noted years ago world nothing can said certain except death taxes unfortunately convergence two inescapable events form federal estate tax results number destructive outcomes terms slower economic growth reduced social mobility wasted productive activity moreover costs imposed estate tax far outweigh benefits tax might produce reasons among others urge colleagues join support permanent repeal federal estate tax
102_400218_0642094_DMN.txt,0,mr speaker rise today strong support making estate tax relief permanent familysowned farms businesses can passed generation generation estate tax updated modernized reflect economic growth many americans experienced recent years hard work millions entrepreneurs just trying make living businesses not punished successful simply owners pass away united states land opportunity encouraging free enterprise rewarding entrepreneurs estate tax
102_400218_0677069_DMN.txt,0,mr speaker rise today support legislation current system needs reform protect people truly need debt relief holding accountable can repay debt bankruptcy filings risen steadily recent years indication current system ineffective one discourages consumers saving planning responsibly ultimately good consumers families society values individual responsibility believe bankruptcy last resort ss one allows people need protection receive people can repay
102_400222_0677058_RMY.txt,1,mr speaker proud vote favor bankruptcy abuse prevention consumer protection act important bill brings needed reforms nation bankruptcy system legislation reduces unfair disparity treatment bankruptcy system establishing uniform predictable standards particularly pleased note compromise reached healthcare employee benefits legislation takes great strides protect patients rights encourages debtors trustees consider patients interests administering healthcare bankruptcy cases patients given voice appointment ombudsman
102_400227_0677029_DON.txt,0,mr speaker almost half bankruptcies united states connected illness family whether people health insurance not middlesclass americans misfortune either experiencing medical emergency watching family member suffer forced face daunting task pulling debt bankruptcy law allowed start given hope now new law will put people illness emergency creates medical bills telling people blame
102_400230_0677079_DON.txt,0,today rise support pomeroy substitute estate tax repeal permanency act opposition underlying bill son small business owner know firsthand tax burden placed entrepreneurs working families support efforts responsibly protect small business owners pomeroy substitute provides needed relief eliminating estate taxes assets totaling million per individual million per married couple increasing exemption level mean percent estates will not pay single penny
102_400234_0642079_ROY.txt,1,mr speaker thank gentleman yielding time mr speaker fascinating think proposal substitute eliminate whole list taxes gentleman referred never heard one case talked eliminating tax increasing taxes quite interesting debate let just say come someone grew family farm operation family small business can tell firsthand real life honest experience effect death tax
102_400245_0677023_DON.txt,0,mr speaker bill hurts americans one group will especially hurt family forced bankruptcy medical crisis recent study conducted professors harvard medical law school showed half personal bankruptcies can attributed medical costs among cited illnesses cause bankruptcy average unreimbursed medical costs totaled nearly even though threesquarters health insurance bill hurt families bill first time will presumption many
102_400262_0642012_DON.txt,0,mr speaker colleague florida wish stay today republican majority like repeal estate tax forgotten history sure colleague not like remind republican president roosevelt teddy roosevelt strongly supported estate tax first place said no argument man great wealth teddy said owes particular obligation state derives special advantages mere
102_400263_0641008_DON.txt,0,mr speaker yield time may consume hear phrase death tax really kind misnomer no thing dead dead can not collect taxes issue whether not estates billions dollars subject taxation not talking small family farms small businesses not read washington post today clear
102_400263_0641012_DON.txt,0,mr speaker yield time may consume let remind people talking threestenths percent actually pay estate tax category not talking family farms small businesses talking paris hilton say colleague california think enough accountants lawyers able fill form mr speaker yield minutes gentleman vermont
102_400263_0641016_DON.txt,0,mr speaker yield time may consume let just make couple points not protecting small businesses family farms mean think clear everybody protecting threestenths percent wealthiest people country enter record article appeared today washington post really kind explains debate mars candy gallo wine campbell soup fortunes lobbying complete repeal estate tax
102_400263_0641019_DON.txt,0,mr speaker yield time may consume appreciate words colleague committee rules gentleman florida quite frankly not know talking small businesses family farms agreement need protected not debate today debate whether threestenths percent higher incomesearners country deserve additional tax relief time cutting medicaid veterans benefits dipping
102_400263_0641022_DON.txt,0,mr speaker yield time may consume trouble following debate gentlewoman tennessee talked thousands people district pay estate tax last year reading report said roughly taxable estates percent taxable estates made farm business assets year talking agree pomeroy substitute threestenths percent wealthiest people
102_400263_0641025_DON.txt,0,mr speaker yield time may consume want make clear lot misinformation promoted side side supports relief family farmers small businesses not talking today difference approach threestenths percent richest people country paris hiltons world executives campbell soup heirs campbell soup mars candy read washington post today
102_400263_0641029_DON.txt,0,mr speaker yield time may consume let just record point pomeroy substitute provide million relief individuals immediately million million per couple talking not gentleman just spoke talking richest rich country mr speaker reserve balance time
